"About the data: Exported on Jun 01, 2020. Criteria: Text - '""water insecurity"" OR ""water security"" ' in title and abstract. For more information, please see https://app.dimensions.ai/datasources. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
17,pub.1084088676,10.1016/j.jhydrol.2017.02.047,,,Hydrogeology and management of freshwater lenses on atoll islands: Review of current knowledge and research needs,Journal of Hydrology,,Elsevier,,2017-08,2017,551,,819-844,Closed,Article,"Werner, Adrian D.; Sharp, Hannah K.; Galvis, Sandra C.; Post, Vincent E.A.; Sinclair, Peter","Sharp, Hannah K. (Flinders University)","Werner, Adrian D. (Flinders University; Flinders University); Sharp, Hannah K. (Flinders University); Galvis, Sandra C. (Flinders University); Post, Vincent E.A. (Flinders University; Flinders University; Federal Institute for Geosciences and Natural Resources); Sinclair, Peter ()",Flinders University; Federal Institute for Geosciences and Natural Resources,grid.1014.4; grid.15606.34,Adelaide; Hanover,South Australia; ,Australia; Germany,European Commission; Australian Research Council,cOAlition S; European Union (EC & ERC),Belgium; Australia,grant.5127312,FT150100403,31,28,,7.83,3,,https://app.dimensions.ai/details/publication/pub.1084088676,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,B07 Earth Systems and Environmental Sciences,13 Climate Action
17,pub.1090287712,10.1007/s40974-017-0062-y,,,"Water quality, pollutant loads, and multivariate analysis of the effects of sewage discharges into urban streams of Southeast Brazil","Energy, Ecology and Environment",,Springer Nature,,2017-08,2017,2,4,259-276,All OA; Bronze,Article,"de Medeiros, Gerson Araujo; de Lima Tresmondi, Ana Claudia Camargo; de Queiroz, Brigida Pimentel Villar; Fengler, Felipe Hashimoto; Rosa, André Henrique; Fialho, Joziane Martins; Lopes, Renata Silva; Negro, Caio Villafanha; dos Santos, Leandro Ferreira; Ribeiro, Admilson Irio","de Medeiros, Gerson Araujo (Sao Paulo State University)","de Medeiros, Gerson Araujo (Sao Paulo State University); de Lima Tresmondi, Ana Claudia Camargo (Centro Universitário Salesiano de São Paulo); de Queiroz, Brigida Pimentel Villar (Centro Universitário Salesiano de São Paulo); Fengler, Felipe Hashimoto (Sao Paulo State University); Rosa, André Henrique (Sao Paulo State University); Fialho, Joziane Martins (Centro Universitário Salesiano de São Paulo); Lopes, Renata Silva (Centro Universitário Salesiano de São Paulo); Negro, Caio Villafanha (Centro Universitário Salesiano de São Paulo); dos Santos, Leandro Ferreira (Centro Universitário Salesiano de São Paulo); Ribeiro, Admilson Irio (Sao Paulo State University)",Sao Paulo State University; Centro Universitário Salesiano de São Paulo,grid.410543.7; grid.441983.3,São Paulo; Americana,; ,Brazil; Brazil,,,,,,1,1,,0.28,,https://link.springer.com/content/pdf/10.1007%2Fs40974-017-0062-y.pdf,https://app.dimensions.ai/details/publication/pub.1090287712,0502 Environmental Science and Management; 09 Engineering; 05 Environmental Sciences; 0907 Environmental Engineering,,,,,,B12 Engineering,
17,pub.1091466563,10.1088/1755-1315/82/1/012079,,,Selection of an evaluation index for water ecological civilizations of water-shortage cities based on the grey rough set,IOP Conference Series Earth and Environmental Science,,IOP Publishing,,2017-08,2017,82,1,012079,All OA; Pure Gold,Article,"Zhang, X Y; Zhu, J W; Xie, J C; Liu, J L; Jiang, R G",,"Zhang, X Y (Xi'an University of Technology); Zhu, J W (Xi'an University of Technology); Xie, J C (Xi'an University of Technology); Liu, J L (Xi'an University of Technology); Jiang, R G (Xi'an University of Technology)",Xi'an University of Technology,grid.440722.7,Xi'an,,China,,,,,,0,0,,0.0,,https://iopscience.iop.org/article/10.1088/1755-1315/82/1/012079/pdf,https://app.dimensions.ai/details/publication/pub.1091466563,0502 Environmental Science and Management; 09 Engineering; 05 Environmental Sciences; 0907 Environmental Engineering,,,,,,B12 Engineering,6 Clean Water and Sanitation; 11 Sustainable Cities and Communities
15,pub.1091055364,10.1088/1755-1315/81/1/012085,,,Analysis on the spatiotemporal characteristics of water quality and trophic states in Tiegang Reservoir: A public drinking water supply reservoir in South China,IOP Conference Series Earth and Environmental Science,,IOP Publishing,,2017-08,2017,81,1,012085,All OA; Pure Gold,Article,"Song, Yun-long; Zhu, Jia; Li, Wang; Tao, Yi; Zhang, Jin-song",,"Song, Yun-long (Harbin Institute of Technology); Zhu, Jia (Shenzhen Polytechnic); Li, Wang (); Tao, Yi (Tsinghua University); Zhang, Jin-song (Harbin Institute of Technology)",Tsinghua University; Shenzhen Polytechnic; Harbin Institute of Technology,grid.12527.33; grid.464445.3; grid.19373.3f,Beijing; Shenzhen; Harbin,Beijing; ; ,China; China; China,,,,,,0,0,,0.0,,https://doi.org/10.1088/1755-1315/81/1/012085,https://app.dimensions.ai/details/publication/pub.1091055364,09 Engineering; 0907 Environmental Engineering,,,,,,B07 Earth Systems and Environmental Sciences,6 Clean Water and Sanitation
15,pub.1086102020,10.1007/s11269-017-1734-2,,,Towards Adaptation of Water Resource Systems to Climatic and Socio-Economic Change,Water Resources Management,,Springer Nature,,2017-08,2017,31,10,2965-2984,"All OA; Green, Published",Article,"O’Connell, Enda","O’Connell, Enda (Newcastle University)","O’Connell, Enda (Newcastle University)",Newcastle University,grid.1006.7,Newcastle upon Tyne,,United Kingdom,,,,,,11,9,,4.83,,https://link.springer.com/content/pdf/10.1007/s11269-017-1734-2.pdf,https://app.dimensions.ai/details/publication/pub.1086102020,04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience; 1402 Applied Economics; 14 Economics,,,,,,B07 Earth Systems and Environmental Sciences,6 Clean Water and Sanitation; 13 Climate Action
81,pub.1085244978,10.2166/wst.2017.235,28759442,,A comprehensive evaluation of regional water safety systems based on a similarity cloud model,Water Science & Technology,,IWA Publishing,"Conservation of Natural Resources; Models, Theoretical; Soil; Stochastic Processes; Water; Water Pollutants; Water Supply",2017-07-31,2017,76,3,594-604,All OA; Bronze,Article,"Ren, Yongtai; Yao, Jiping; Xu, Dongyang; Wang, Jing",,"Ren, Yongtai (Northeast Agricultural University); Yao, Jiping (Northeast Agricultural University); Xu, Dongyang (Northeast Agricultural University); Wang, Jing (Northeast Agricultural University)",Northeast Agricultural University,grid.412243.2,Harbin,,China,National Natural Science Foundation of China; China Postdoctoral Science Foundation,,China; China,grant.8267775; grant.8261256; grant.8270660,51479032; 51579044; 51609039,4,4,0.0,1.01,,https://iwaponline.com/wst/article-pdf/76/3/594/451293/wst076030594.pdf,https://app.dimensions.ai/details/publication/pub.1085244978,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,Patient Safety,,,,,B12 Engineering,
20,pub.1092027768,10.22146/ijg.12089,,,"Discovering Trends of Agricultural Drought in Tihama Plain, Yemen : A Preliminary Assessment",Indonesian Journal of Geography,,Universitas Gadjah Mada,,2017-07-28,2017,49,1,17-27,All OA; Pure Gold,Article,"hashim, Noorazuan Md; Allah, Ali Ahmed Dhaif; Awang, azahan",,"hashim, Noorazuan Md (National University of Malaysia); Allah, Ali Ahmed Dhaif (); Awang, azahan ()",National University of Malaysia,grid.412113.4,Kuala Lumpur,,Malaysia,,,,,,2,2,,0.77,,https://jurnal.ugm.ac.id/ijg/article/download/12089/pdf,https://app.dimensions.ai/details/publication/pub.1092027768,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,"A06 Agriculture, Veterinary and Food Science",
20,pub.1090774479,10.3126/hn.v21i0.17817,,,The Adoption of the Declaration of the Principles on the Grand Ethiopian Renaissance Dam and Lessons for South Asia,Hydro Nepal Journal of Water Energy and Environment,,Nepal Journals Online (JOL),,2017-07-18,2017,21,,17-24,All OA; Bronze,Article,"Upadhyay, Surya Nath; Gaudel, Prakash",,"Upadhyay, Surya Nath (); Gaudel, Prakash ()",,,,,,,,,,,0,0,,0.0,,https://www.nepjol.info/index.php/HN/article/download/17817/14463,https://app.dimensions.ai/details/publication/pub.1090774479,"0706 Horticultural Production; 0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences; 0701 Agriculture, Land and Farm Management",,,,,,C22 Anthropology and Development Studies,
20,pub.1090657963,10.3390/cli5030051,,,Blended Drought Index: Integrated Drought Hazard Assessment in the Cuvelai-Basin,Climate,,MDPI,,2017-07-13,2017,5,3,51,All OA; Pure Gold,Article,"Luetkemeier, Robert; Stein, Lina; Drees, Lukas; Liehr, Stefan",,"Luetkemeier, Robert (); Stein, Lina (); Drees, Lukas (); Liehr, Stefan ()",,,,,,Federal Ministry of Education and Research,,Germany,grant.7954193,01LG1201I,2,2,,0.63,,https://www.mdpi.com/2225-1154/5/3/51/pdf,https://app.dimensions.ai/details/publication/pub.1090657963,05 Environmental Sciences; 0502 Environmental Science and Management,,,,,,C14 Geography and Environmental Studies,13 Climate Action
42,pub.1090637739,10.1080/02508060.2017.1342073,,,"Urban water demand, climatic variation, and irrigation-water insecurity: interactive stressors and lessons for water governance from the Angat River basin (Philippines)",Water International,,Taylor & Francis,,2017-07-04,2017,42,5,1-25,Closed,Article,"Shah, Sameer H.; Zerriffi, Hisham",,"Shah, Sameer H. (University of British Columbia); Zerriffi, Hisham (University of British Columbia)",University of British Columbia,grid.17091.3e,Vancouver,British Columbia,Canada,Social Sciences and Humanities Research Council,,Canada,,,2,2,,0.81,2,,https://app.dimensions.ai/details/publication/pub.1090637739,0905 Civil Engineering; 09 Engineering,,,,,,B12 Engineering,
20,pub.1091849944,10.1080/03721426.2017.1376774,,,Perspective: river science for dryland river regulation,Transactions of the Royal Society of South Australia,,Taylor & Francis,,2017-07-03,2017,141,2,1-7,Closed,Article,"Petts, Geoff",,"Petts, Geoff (University of Westminster)",University of Westminster,grid.12896.34,London,,United Kingdom,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1091849944,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,
177,pub.1084112597,10.1016/j.wasec.2017.03.001,,,A dynamic framework for water security,Water Security,,Elsevier,,2017-07,2017,1,,12-20,Closed,Article,"Srinivasan, V.; Konar, M.; Sivapalan, M.","Srinivasan, V. (Ashoka Trust for Research in Ecology and the Environment)","Srinivasan, V. (Ashoka Trust for Research in Ecology and the Environment); Konar, M. (University of Illinois at Urbana Champaign); Sivapalan, M. (University of Illinois at Urbana Champaign; University of Illinois at Urbana Champaign)",Ashoka Trust for Research in Ecology and the Environment; University of Illinois at Urbana Champaign,grid.464760.7; grid.35403.31,Bengaluru; Urbana,; Illinois,India; United States,Directorate for Biological Sciences; Ministry of Earth Sciences,NSF,United States; India,grant.3121276,1052875,48,44,,12.2,11,,https://app.dimensions.ai/details/publication/pub.1084112597,09 Engineering; 0907 Environmental Engineering,,,,,,B12 Engineering,6 Clean Water and Sanitation
80,pub.1090909059,10.1016/j.wasec.2017.07.002,,,Pursuing water security,Water Security,,Elsevier,,2017-07,2017,1,,1-2,Closed,Article,"Lall, Upmanu; Davis, Jenna; Scott, Christopher; Merz, Bruno; Lundqvist, Jan",,"Lall, Upmanu (); Davis, Jenna (); Scott, Christopher (); Merz, Bruno (); Lundqvist, Jan ()",,,,,,,,,,,7,7,,,9,,https://app.dimensions.ai/details/publication/pub.1090909059,,,,,,,,
70,pub.1090667328,10.1016/j.wasec.2017.07.001,,,Advancing human capabilities for water security: A relational approach,Water Security,,Elsevier,,2017-07,2017,1,,46-52,"All OA; Green, Accepted",Article,"Jepson, Wendy; Budds, Jessica; Eichelberger, Laura; Harris, Leila; Norman, Emma; O'Reilly, Kathleen; Pearson, Amber; Shah, Sameer; Shinn, Jamie; Staddon, Chad; Stoler, Justin; Wutich, Amber; Young, Sera","Jepson, Wendy (Texas A&M University System)","Jepson, Wendy (Texas A&M University System); Budds, Jessica (University of East Anglia); Eichelberger, Laura (The University of Texas at San Antonio); Harris, Leila (University of British Columbia); Norman, Emma (Northwest Indian College); O'Reilly, Kathleen (Texas A&M University System); Pearson, Amber (Michigan State University); Shah, Sameer (University of British Columbia); Shinn, Jamie (West Virginia University); Staddon, Chad (University of the West of England); Stoler, Justin (University of Miami); Wutich, Amber (Arizona State University); Young, Sera (Northwestern University)",Northwest Indian College; Northwestern University; University of Miami; University of East Anglia; Texas A&M University System; University of the West of England; West Virginia University; Arizona State University; The University of Texas at San Antonio; University of British Columbia; Michigan State University,grid.422836.9; grid.16753.36; grid.26790.3a; grid.8273.e; grid.264763.2; grid.6518.a; grid.268154.c; grid.215654.1; grid.215352.2; grid.17091.3e; grid.17088.36,Bellingham; Evanston; Coral Gables; Norwich; College Station; Bristol; Morgantown; Tempe; San Antonio; Vancouver; East Lansing,Washington; Illinois; Florida; Norfolk; Texas; South Gloucestershire; West Virginia; Arizona; Texas; British Columbia; Michigan,United States; United States; United States; United Kingdom; United States; United Kingdom; United States; United States; United States; Canada; United States,,,,,,52,50,,,19,https://ueaeprints.uea.ac.uk/id/eprint/64282/1/WaterSec_FINAL_7July2017_No_trackchanges.docx,https://app.dimensions.ai/details/publication/pub.1090667328,,,,,,,,
50,pub.1092712322,10.1016/j.wse.2017.11.001,,,The 2nd International Top-Level Forum on Engineering Science and Technology Development Strategy: Water Security and Sustainable Development under Changing Environment,Water Science and Engineering,,Elsevier,,2017-07,2017,10,3,256,All OA; Pure Gold,Article,,,,,,,,,,,,,,0,0,,,,https://doi.org/10.1016/j.wse.2017.11.001,https://app.dimensions.ai/details/publication/pub.1092712322,,,,,,,,4 Quality Education
40,pub.1090610385,10.1016/j.wasec.2017.06.002,,,Four dimensions of water security with a case of the indirect role of water in global food security,Water Security,,Elsevier,,2017-07,2017,1,,36-45,Closed,Article,"Varis, Olli; Keskinen, Marko; Kummu, Matti","Varis, Olli (Aalto University)","Varis, Olli (Aalto University); Keskinen, Marko (Aalto University); Kummu, Matti (Aalto University)",Aalto University,grid.5373.2,Helsinki,,Finland,Academy of Finland; Emil Aaltosen Säätiö,cOAlition S,Finland; Finland,,,18,18,,20.73,20,,https://app.dimensions.ai/details/publication/pub.1090610385,1606 Political Science; 16 Studies in Human Society,Basic Behavioral and Social Science; Behavioral and Social Science,,,,,C19 Politics and International Studies,6 Clean Water and Sanitation; 2 Zero Hunger
20,pub.1085459199,10.1016/j.scs.2017.05.009,,,Optimal energy-water management in urban residential buildings through grey water recycling,Sustainable Cities and Society,,Elsevier,,2017-07,2017,32,,654-668,"All OA; Green, Submitted",Article,"Wanjiru, Evan; Xia, Xiaohua","Wanjiru, Evan (University of Pretoria)","Wanjiru, Evan (University of Pretoria); Xia, Xiaohua (University of Pretoria)",University of Pretoria,grid.49697.35,Pretoria,,South Africa,,,,,,13,13,,4.63,,https://repository.up.ac.za/bitstream/2263/61132/1/Wanjiru_Optimal_2017.pdf,https://app.dimensions.ai/details/publication/pub.1085459199,1205 Urban and Regional Planning; 12 Built Environment and Design; 05 Environmental Sciences; 0502 Environmental Science and Management,,,,,,"B12 Engineering; C13 Architecture, Built Environment and Planning",6 Clean Water and Sanitation; 7 Affordable and Clean Energy
17,pub.1086027242,10.1002/2016wr020261,,,How Jordan and Saudi Arabia are avoiding a tragedy of the commons over shared groundwater,Water Resources Research,,American Geophysical Union (AGU),,2017-07,2017,53,7,5451-5468,All OA; Bronze,Article,"Müller, Marc F.; Müller‐Itten, Michèle C.; Gorelick, Steven M.",,"Müller, Marc F. (Stanford University; University of Notre Dame); Müller‐Itten, Michèle C. (University of Notre Dame); Gorelick, Steven M. (Stanford University)",Stanford University; University of Notre Dame,grid.168010.e; grid.131063.6,Stanford; Notre Dame,California; Indiana,United States; United States,Directorate for Geosciences; Swiss National Science Foundation,NSF,United States; Switzerland,grant.3489442,1342869,11,10,,2.78,5,https://doi.org/10.1002/2016wr020261,https://app.dimensions.ai/details/publication/pub.1086027242,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C17 Business and Management Studies,
15,pub.1085421300,10.1002/2016ef000503,,,Multi‐model and multi‐scenario assessments of Asian water futures: The Water Futures and Solutions (WFaS) initiative,Earth's Future,,American Geophysical Union (AGU),,2017-07,2017,5,7,823-852,All OA; Pure Gold,Article,"Satoh, Yusuke; Kahil, Taher; Byers, Edward; Burek, Peter; Fischer, Günther; Tramberend, Sylvia; Greve, Peter; Flörke, Martina; Eisner, Stephanie; Hanasaki, Naota; Magnuszewski, Piotr; Nava, Luzma Fabiola; Cosgrove, William; Langan, Simon; Wada, Yoshihide",,"Satoh, Yusuke (International Institute for Applied Systems Analysis); Kahil, Taher (International Institute for Applied Systems Analysis); Byers, Edward (International Institute for Applied Systems Analysis); Burek, Peter (International Institute for Applied Systems Analysis); Fischer, Günther (International Institute for Applied Systems Analysis); Tramberend, Sylvia (International Institute for Applied Systems Analysis); Greve, Peter (International Institute for Applied Systems Analysis); Flörke, Martina (University of Kassel); Eisner, Stephanie (Norwegian Institute of Bioeconomy Research); Hanasaki, Naota (National Institute for Environmental Studies); Magnuszewski, Piotr (International Institute for Applied Systems Analysis); Nava, Luzma Fabiola (International Institute for Applied Systems Analysis); Cosgrove, William (International Institute for Applied Systems Analysis); Langan, Simon (International Institute for Applied Systems Analysis); Wada, Yoshihide (International Institute for Applied Systems Analysis; Utrecht University)",Utrecht University; University of Kassel; Norwegian Institute of Bioeconomy Research; National Institute for Environmental Studies; International Institute for Applied Systems Analysis,grid.5477.1; grid.5155.4; grid.454322.6; grid.140139.e; grid.75276.31,Utrecht; Kassel; Oslo; Tsukuba; Laxenburg,Utrecht; ; ; ; ,Netherlands; Germany; Norway; Japan; Austria,"Ministry of Land, Infrastructure and Transport; Japan Society for the Promotion of Science",,South Korea; Japan,,,19,19,,4.87,14,https://doi.org/10.1002/2016ef000503,https://app.dimensions.ai/details/publication/pub.1085421300,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 0401 Atmospheric Sciences,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
